year,reclat,reclong,mass,clipped_prediction
1979,-71.5,35.66667,57.21,30.524070864747358
1979,-71.5,35.66667,58.36,30.524070864747358
1979,-71.5,35.66667,58.84,30.524070864747358
1979,-71.5,35.66667,59.85,30.524070864747358
1979,-71.5,35.66667,61.67,30.524070864747358
1979,-71.5,35.66667,63.44,30.524070864747358
1979,-71.5,35.66667,64.38,30.524070864747358
1979,-71.5,35.66667,67.55,30.524070864747358
1979,-71.5,35.66667,68.74,30.524070864747358
1979,-71.5,35.66667,70.89,30.524070864747358
1979,-71.5,35.66667,72.15,30.524070864747358
1979,-71.5,35.66667,72.17,30.524070864747358
1979,-71.5,35.66667,75.92,30.524070864747358
1979,-71.5,35.66667,76.84,30.524070864747358
1979,-71.5,35.66667,77.93,30.524070864747358
1979,-71.5,35.66667,78.68,30.524070864747358
1979,-71.5,35.66667,78.75,30.524070864747358
1979,-71.5,35.66667,79.19,30.524070864747358
1979,-71.5,35.66667,85.28,30.524070864747358
1979,-71.5,35.66667,86.85,30.524070864747358
1979,-71.5,35.66667,87.07,30.524070864747358
1979,-71.5,35.66667,89.18,30.524070864747358
1979,-71.5,35.66667,92.27,30.524070864747358
1979,-71.5,35.66667,95.07,30.524070864747358
1979,-71.5,35.66667,95.89,30.524070864747358
1979,-71.5,35.66667,96.45,30.524070864747358
1979,-71.5,35.66667,97.36,30.524070864747358
1979,-71.5,35.66667,103.79,30.524070864747358
1979,-71.5,35.66667,104.79,30.524070864747358
1979,-71.5,35.66667,105.74,30.524070864747358
1979,-71.5,35.66667,109.19,30.524070864747358
1979,-71.5,35.66667,109.23,30.524070864747358
1979,-71.5,35.66667,112.52,30.524070864747358
1979,-71.5,35.66667,112.63,30.524070864747358
1979,-71.5,35.66667,113.61,30.524070864747358
1979,-71.5,35.66667,114.1,30.524070864747358
1979,-71.5,35.66667,114.46,30.524070864747358
1979,-71.5,35.66667,117.94,30.524070864747358
1979,-71.5,35.66667,123.88,30.524070864747358
1979,-71.5,35.66667,125.81,30.524070864747358
1979,-71.5,35.66667,128.02,30.524070864747358
1979,-71.5,35.66667,131.02,30.524070864747358
1979,-71.5,35.66667,132.64,30.524070864747358
1979,-71.5,35.66667,133.21,30.524070864747358
1979,-71.5,35.66667,134.33,30.524070864747358
1979,-71.5,35.66667,135.06,30.524070864747358
1979,-71.5,35.66667,135.85,30.524070864747358
1979,-71.5,35.66667,136.7,30.524070864747358
1979,-71.5,35.66667,141.43,30.524070864747358
1979,-71.5,35.66667,142.46,30.524070864747358
1979,-71.5,35.66667,143.02,30.524070864747358
1979,-71.5,35.66667,146.95,30.524070864747358
1979,-71.5,35.66667,147.99,30.524070864747358
1979,-71.5,35.66667,157.31,30.524070864747358
1979,-71.5,35.66667,159.32,30.524070864747358
1979,-71.5,35.66667,161.67,30.524070864747358
1979,-71.5,35.66667,165.17,30.524070864747358
1979,-71.5,35.66667,174.32,30.524070864747358
1979,-71.5,35.66667,177.83,30.524070864747358
1979,-71.5,35.66667,179.35,30.524070864747358
1979,-71.5,35.66667,189.64,30.524070864747358
1979,-71.5,35.66667,192.86,30.524070864747358
1979,-71.5,35.66667,194.68,30.524070864747358
1979,-71.5,35.66667,206.65,30.524070864747358
1979,-71.5,35.66667,213.01,30.524070864747358
1979,-71.5,35.66667,215.39,30.524070864747358
1979,-71.5,35.66667,216.72,30.524070864747358
1979,-71.5,35.66667,223.53,30.524070864747358
1979,-71.5,35.66667,232.0,30.524070864747358
1979,-71.5,35.66667,233.6,30.524070864747358
1979,-71.5,35.66667,234.59,30.524070864747358
1979,-71.5,35.66667,236.8,30.524070864747358
1979,-71.5,35.66667,241.93,30.524070864747358
1979,-71.5,35.66667,242.48,30.524070864747358
1979,-71.5,35.66667,247.75,30.524070864747358
1979,-71.5,35.66667,248.38,30.524070864747358
1979,-71.5,35.66667,254.38,30.524070864747358
1979,-71.5,35.66667,260.06,30.524070864747358
1979,-71.5,35.66667,283.1,30.524070864747358
1979,-71.5,35.66667,289.83,30.524070864747358
1979,-71.5,35.66667,322.35,30.524070864747358
1979,-71.5,35.66667,354.27,30.524070864747358
1979,-71.5,35.66667,354.72,30.524070864747358
1979,-71.5,35.66667,409.53,30.524070864747358
1979,-71.5,35.66667,498.8,30.524070864747358
1979,-71.5,35.66667,507.6,30.524070864747358
1979,-71.5,35.66667,539.61,30.524070864747358
1979,-71.5,35.66667,565.51,30.524070864747358
1979,-71.5,35.66667,571.43,30.524070864747358
1979,-71.5,35.66667,634.33,30.524070864747358
1979,-71.5,35.66667,640.0,30.524070864747358
1979,-71.5,35.66667,732.0,30.524070864747358
1979,-71.5,35.66667,778.9,30.524070864747358
1979,-71.5,35.66667,811.0,30.524070864747358
1979,-71.5,35.66667,844.0,30.524070864747358
1979,-71.5,35.66667,939.0,30.524070864747358
1979,-71.5,35.66667,1044.0,30.524070864747358
1979,-71.5,35.66667,1224.0,30.524070864747358
1979,-71.5,35.66667,1252.0,30.524070864747358
1979,-71.5,35.66667,2048.0,30.524070864747358
1979,-71.5,35.66667,2554.0,30.524070864747358
1979,-71.5,35.66667,2801.0,30.524070864747358
1979,-24.75,15.36667,1000.0,105.8575975778983
1979,32.86583,-97.32306,44500.0,440.6459343961387
1979,34.08333,-103.5,9.7,452.4087336471807
1979,34.95,-107.16667,1200.0,461.30143528301437
1980,-76.77417,159.27556,445.1,28.722027476832036
1980,-76.77333,159.28194,60.1,28.722874841761598
1980,-76.77111,159.28722,177.8,28.724778829230864
1980,-76.69611,159.34333,49.8,28.78562404713454
1980,-76.69083,159.3725,3.6,28.79064463829806
1980,-76.69056,159.3725,5.3,28.790858076694605
1980,-76.68944,159.36889,27.8,28.79163862581228
1980,-76.24078,158.23886,19.1,29.11524734871121
1980,-76.23781,158.26243,6.7,29.118312852899834
1980,-76.23611,158.31754,8.3,29.121289694652155
1980,-76.23537,158.71484,20.2,29.133549664129514
1980,-76.229,158.26337,238.1,29.12538227356589
1980,-76.22342,158.35226,8.5,29.132454162661457
1980,-76.21964,158.3792,7.3,29.136268154006935
1980,-76.21592,158.61984,7.7,29.14631411926349
1980,-76.21466,158.4273,7.8,29.141664121586142
1980,-76.20775,158.49356,14.1,29.14913875628393
1980,-76.20692,158.52362,15.6,29.150686289046153
1980,-76.20679,158.48487,4.9,29.14965138005389
1980,-76.20657,158.49351,3.8,29.150081328131947
1980,-76.20614,158.50694,8.0,29.150820082558635
1980,-71.5,35.66667,12.15,29.305924378785228
1980,-71.5,35.66667,53.77,29.305924378785228
1980,-71.5,35.66667,77.59,29.305924378785228
1981,-76.83077,158.23057,695.1,27.50158346786654
1981,-76.82601,158.19412,2236.9,27.504170854948505
1981,-76.8249,158.20806,136.1,27.50539780276891
1981,-76.82225,158.183,124.1,27.506705939186315
1981,-76.73169,158.80715,151.6,27.592683191955704
1981,-76.7294,158.80028,254.9,27.594229217330888
1981,-76.72216,158.76318,534.4,27.598688856683744
1981,-76.72181,158.75819,252.4,27.598815349293453
1981,-76.72141,158.76213,190.6,27.599228749350196
1981,-76.71852,158.76464,106.0,27.60149202268696
1981,-76.71782,158.70964,252.1,27.60048981707306
1981,-76.71669,158.7306,48.3,27.601931821759795
1981,-76.71664,158.73072,104.2,27.60197311597379
1981,-76.71662,158.73396,67.7,27.602078633642716
1981,-76.71496,158.78541,152.0,27.60477319284204
1981,-76.71419,158.7785,16.6,27.605164973486907
1981,-76.71308,158.78166,9.2,27.60609565422524
1981,-76.71176,158.7867,26.8,27.607238205090606
1981,-76.7114,158.77833,111.1,27.60727806737048
1981,-76.71049,158.78481,14.1,27.60814957914846
1981,-76.70944,159.37,22.7,27.625271659504296
1981,-76.70944,159.38583,15.4,27.625713396652614
1981,-76.70583,159.25083,10.1,27.624688350162504
1981,-76.70333,159.39667,48.3,27.630657458790918
1981,-76.70139,159.40028,54.9,27.632232131620768
1981,-76.70139,159.40333,20.9,27.632317262228135
1981,-76.70111,159.40305,52.9,27.632522184106428
1981,-76.69849,159.39596,24.1,27.634314964117863
1981,-76.69806,159.25945,4.6,27.630831406996666
1981,-76.695,159.38611,2.8,27.636691905776402
1981,-76.69472,159.38944,9.5,27.636997636552554
1981,-76.69472,159.39028,1.7,27.637021086236203
1981,-76.69417,159.39361,16.9,27.63753199584915
1981,-76.69306,159.39222,16.2,27.63833670437295
1981,-76.6925,159.39111,4.2,27.63873128087205
1981,-76.69222,159.39055,6.6,27.638928431569457
1981,-76.69194,159.26805,254.9,27.635721421989896
1981,-76.69167,159.29945,19.9,27.636803137589776
1981,-76.69111,159.38611,1.9,27.639648026676166
1981,-76.69083,159.355,12.9,27.6389922692699
1981,-76.69,159.26305,80.1,27.637056012677775
1981,-76.69,159.34278,31.6,27.639281868608794
1981,-76.69,159.36,27.9,27.63976262930634
1981,-76.68972,159.26583,229.0,27.63734639319687
1981,-76.68944,159.38417,15.0,27.64086303553628
1981,-76.68917,159.36417,0.5,27.640509836702282
1981,-76.68917,159.38361,29.9,27.641052600860355
1981,-76.68889,159.36389,1.7,27.640714817214942
1981,-76.68861,159.36889,4.2,27.64106721771298
1981,-76.68861,159.38,4.3,27.64137741332336
1981,-76.68861,159.38333,8.8,27.641470388899677
1981,-76.68806,159.36084,13.1,27.641260463209278
1981,-76.68806,159.38,2.4,27.64179542372377
1981,-76.68778,159.36,7.1,27.6414498135434
1981,-76.6875,159.35361,8.6,27.641484205090045
1981,-76.68722,159.35333,26.3,27.641689192576255
1981,-76.68722,159.35639,4.6,27.64177463051112
1981,-76.68667,159.34333,13.6,27.641827996291916
1981,-76.68583,159.33889,10.3,27.642342452996992
1981,-76.68583,159.34305,1.5,27.642458606626427
1981,-76.68556,159.3575,4.6,27.643067291599586
1981,-76.68555,159.33305,6.5,27.64239220245693
1981,-76.68444,159.34,1.1,27.643429920663685
1981,-76.68444,159.35722,3.0,27.643910750993562
1981,-76.68444,159.35722,4.9,27.643910750993562
1981,-76.68361,159.33889,2.5,27.64402978921289
1981,-76.68306,159.34611,16.0,27.64464944700157
1981,-76.68121,159.26531,150.3,27.643799406945114
1981,-76.68111,159.34611,3.8,27.646131680717964
1981,-76.68038,159.27753,11.5,27.64477150582559
1981,-76.67705,159.26642,16.7,27.646992502289354
1981,-76.67649,159.25196,33.3,27.647014382943702
1981,-76.6726,159.2767,28.5,27.650662539378846
1981,-76.66344,159.31894,84.7,27.658807422474375
1981,-76.66205,159.34617,25.0,27.66062528079733
1981,-76.66149,159.33228,1.1,27.66066309728865
1981,-76.66011,159.32783,14.0,27.661588306785504
1981,-76.65899,159.34395,28.7,27.662890548835314
1981,-71.5,35.66667,1.83,28.134849251964116
1981,-71.5,35.66667,2.21,28.134849251964116
1981,-71.5,35.66667,2.58,28.134849251964116
1981,-71.5,35.66667,3.11,28.134849251964116
1981,-71.5,35.66667,3.12,28.134849251964116
1981,-71.5,35.66667,3.47,28.134849251964116
1981,-71.5,35.66667,5.11,28.134849251964116
1981,-71.5,35.66667,8.36,28.134849251964116
1981,-71.5,35.66667,9.9,28.134849251964116
1981,-71.5,35.66667,11.38,28.134849251964116
1981,-71.5,35.66667,12.77,28.134849251964116
1981,-71.5,35.66667,22.12,28.134849251964116
1981,-71.5,35.66667,32.87,28.134849251964116
1981,-71.5,35.66667,52.07,28.134849251964116
1981,-71.5,35.66667,55.78,28.134849251964116
1981,-57.78667,-90.79333,1200.0,36.060355370615106
1981,-8.65,115.21667,8200.0,165.87405047574447
1981,9.36667,42.41667,34650.0,249.72405000785864
1981,34.1,-103.48333,173.1,418.23692591692736
1981,34.31667,-103.41667,10.8,420.6816500567188
1981,34.67167,-101.815,26760.0,425.33785098035224
1981,54.0,52.2,1540.0,826.3748976315076
1981,55.8,66.0,9400.0,878.6063785884586
1981,64.02,161.80833,250000.0,1200.1004170492922
1981,67.3,160.8,1000000.0,1308.0368640849238
1982,-85.68658,-67.77839,479.8,16.37855855985909
1982,-85.67032,-68.2364,16.0,16.378297608993726
1982,-85.66039,-68.4373,129.8,16.37947335454594
1982,-85.63333,-68.7,11.5,16.38750386898425
1982,-85.63333,-68.7,113.8,16.38750386898425
1982,-85.61621,-68.5873,3085.5,16.39731582193831
1982,-85.25,-91.0,18.8,16.187542831500494
1982,-85.16548,-94.62367,152.0,16.165390502136223
1982,-85.16324,-94.62127,476.0,16.166450997708655
1982,-85.15256,-94.59229,35.2,16.171801752867054
1982,-77.73333,162.16667,892.1,25.854639780036088
1982,-77.05074,157.19834,398.8,26.213364346751284
1982,-77.05047,157.25814,0.2,26.215145780317123
1982,-77.04673,157.28252,0.3,26.218493699556895
1982,-77.04666,157.24407,48.1,26.217524062674364
1982,-77.04237,157.25116,44.6,26.22081074643305
1982,-77.03788,157.2516,35.1,26.22406582418857
1982,-77.03722,157.23658,2.4,26.224143996752804
1982,-76.98262,156.90998,178.4,26.254937154219437
1982,-76.97697,156.91541,9.2,26.259167964864115
1982,-76.97126,156.90291,61.2,26.26296631248528
1982,-76.96339,156.91969,15.2,26.2691064084884
1982,-76.90256,157.02793,19.7,26.316040631650083
1982,-76.29861,157.33083,8210.0,26.765534699576005
1982,-76.29417,157.3225,165.3,26.76858067024665
1982,-76.29139,157.20861,981.9,26.767546171466485
1982,-76.18333,157.16667,42.1,26.84614333381775
1982,-71.5,35.66667,0.16,27.00902656276933
1982,-71.5,35.66667,0.63,27.00902656276933
1982,-71.5,35.66667,1.59,27.00902656276933
1982,-71.5,35.66667,2.03,27.00902656276933
1982,-71.5,35.66667,2.1,27.00902656276933
1982,-71.5,35.66667,2.21,27.00902656276933
1982,-71.5,35.66667,2.68,27.00902656276933
1982,-71.5,35.66667,3.08,27.00902656276933
1982,-71.5,35.66667,3.28,27.00902656276933
1982,-71.5,35.66667,3.6,27.00902656276933
1982,-71.5,35.66667,3.68,27.00902656276933
1982,-71.5,35.66667,3.76,27.00902656276933
1982,-71.5,35.66667,3.85,27.00902656276933
1982,-71.5,35.66667,3.88,27.00902656276933
1982,-71.5,35.66667,4.93,27.00902656276933
1982,-71.5,35.66667,5.04,27.00902656276933
1982,-71.5,35.66667,5.29,27.00902656276933
1982,-71.5,35.66667,5.83,27.00902656276933
1982,-71.5,35.66667,6.0,27.00902656276933
1982,-71.5,35.66667,6.17,27.00902656276933
1982,-71.5,35.66667,6.99,27.00902656276933
1982,-71.5,35.66667,7.51,27.00902656276933
1982,-71.5,35.66667,8.15,27.00902656276933
1982,-71.5,35.66667,8.44,27.00902656276933
1982,-71.5,35.66667,11.62,27.00902656276933
1982,-71.5,35.66667,12.03,27.00902656276933
1982,-71.5,35.66667,13.89,27.00902656276933
1982,-71.5,35.66667,14.68,27.00902656276933
1982,-71.5,35.66667,15.6,27.00902656276933
1982,-71.5,35.66667,16.48,27.00902656276933
1982,-71.5,35.66667,16.66,27.00902656276933
1982,-71.5,35.66667,21.06,27.00902656276933
1982,-71.5,35.66667,25.05,27.00902656276933
1982,-71.5,35.66667,25.81,27.00902656276933
1982,-71.5,35.66667,25.84,27.00902656276933
1982,-71.5,35.66667,26.63,27.00902656276933
1982,-71.5,35.66667,30.07,27.00902656276933
1982,-71.5,35.66667,30.28,27.00902656276933
1982,-71.5,35.66667,31.93,27.00902656276933
1982,-71.5,35.66667,32.41,27.00902656276933
1982,-71.5,35.66667,35.9,27.00902656276933
1982,-71.5,35.66667,45.4,27.00902656276933
1982,-71.5,35.66667,51.77,27.00902656276933
1982,-71.5,35.66667,60.23,27.00902656276933
1982,-71.5,35.66667,70.32,27.00902656276933
1982,-71.5,35.66667,94.48,27.00902656276933
1982,-71.5,35.66667,137.94,27.00902656276933
1982,-71.5,35.66667,199.9,27.00902656276933
1982,-71.5,35.66667,420.49,27.00902656276933
1982,-71.5,35.66667,1238.83,27.00902656276933
1982,-71.5,35.66667,3622.0,27.00902656276933
1982,-30.15,128.08333,26.9,90.82280318606239
1982,-30.15,128.08333,34.6,90.82280318606239
1982,41.81667,-103.36667,75000.0,493.6782101596538
1982,42.83333,120.66667,1050.0,631.2469470700316
1982,48.66667,-97.11667,2350.0,595.9112078298799
1983,-77.04139,157.05861,0.7,25.16471877201616
1983,-76.96968,156.9094,51.8,25.21074123840561
1983,-76.96393,156.90753,22.3,25.21469296819874
1983,-76.77111,159.2875,16.9,25.41036909931165
1983,-76.76991,158.1405,395.2,25.381695346294308
1983,-76.72038,158.76546,12.4,25.432490294037642
1983,-76.69944,159.12306,78.2,25.45640277767534
1983,-76.69694,159.39028,42.4,25.465051030200662
1983,-76.69167,159.38528,6.1,25.46862320465892
1983,-76.69139,159.3825,77.8,25.468748134375396
1983,-76.32861,157.23194,87.1,25.6688131332524
1983,-76.32639,157.18833,8.4,25.66925040850944
1983,-76.32444,157.17917,163.8,25.670392270637752
1983,-76.31944,157.19139,789.9,25.674248820673927
1983,-76.31944,157.25667,48.3,25.675946345767585
1983,-76.31806,157.19611,19.5,25.675348361322232
1983,-76.31444,157.21972,60.8,25.678524899388577
1983,-76.31444,157.26611,157.6,25.679731395832093
1983,-76.31167,157.18445,2.4,25.67956861033732
1983,-76.30972,157.31333,80.8,25.68430146945925
1983,-76.30472,157.19222,62.9,25.68469147781535
1983,-76.30389,157.27306,38.9,25.687382229158644
1983,-76.30361,157.23389,510.4,25.686561491309043
1983,-76.30333,157.17695,55.9,25.685278511616865
1983,-76.30194,157.27278,2.5,25.68875589818665
1983,-76.30139,157.27861,78.9,25.68929709294952
1983,-76.30111,157.18333,778.8,25.68701653368163
1983,-76.30028,157.27083,25.7,25.689880799892812
1983,-76.3,157.18361,140.5,25.687809880068023
1983,-76.29861,157.27861,93.0,25.691266000296068
1983,-76.29722,157.33278,5.0,25.693660074824717
1983,-76.29611,157.23695,7.7,25.691952701532635
1983,-76.29611,157.23917,18.6,25.69201046640679
1983,-76.29583,157.23917,20.4,25.692208787204173
1983,-76.28806,157.23611,64.2,25.69763313833468
1983,-76.28806,157.24944,79.3,25.697980063475
1983,-76.2875,157.20389,299.2,25.69719131687221
1983,-76.28722,157.23278,82.7,25.69814156302875
1983,-76.28667,157.24417,51.0,25.698827657215737
1983,-76.28583,157.27861,66.2,25.70031917701217
1983,-76.28389,157.25083,3.2,25.700970620065533
1983,-76.28361,157.23222,7.8,25.700684608980843
1983,-76.28306,157.19639,169.9,25.70014169012351
1983,-76.28278,157.23195,2727.0,25.701265655920558
1983,-76.28195,157.24028,191.9,25.702070572984816
1983,-76.28083,157.23055,37.2,25.702610885304345
1983,-76.28056,157.24028,115.1,25.703055479652804
1983,-76.27889,157.225,35.6,25.703841064350488
1983,-76.27611,157.21083,4.8,25.70544214971628
1983,-76.27528,157.18417,243.3,25.705336274353172
1983,-76.27361,157.19389,177.4,25.706772784032324
1983,-76.27361,157.20694,15.2,25.70711253814788
1983,-76.26889,157.1725,1238.3,25.70956100731744
1983,-71.5,35.66667,0.14,25.92670767606704
1983,-71.5,35.66667,2.44,25.92670767606704
1983,-71.5,35.66667,3.78,25.92670767606704
1983,-71.5,35.66667,6.3,25.92670767606704
1983,-71.5,35.66667,6.66,25.92670767606704
1983,-71.5,35.66667,10.65,25.92670767606704
1983,-71.5,35.66667,13.9,25.92670767606704
1983,-21.19222,55.68639,430.0,103.33185998983683
1983,28.225,70.2,67225.0,391.6960577908248
1983,30.31167,-86.16667,11300.0,355.3721091020039
1983,32.4,-101.95,2000.0,369.9266070163018
1983,32.68333,-85.56667,4400.0,378.7425512726726
1983,34.13333,-103.56667,528.0,386.7741255820566
1983,34.21667,-103.28333,8.7,387.73998358138016
1983,39.76667,-99.91667,4000.0,450.90169644995945
1983,54.9,62.8,1830.0,790.2838169032552
1983,63.8,149.0,1825.0,1088.9131133766214
1984,-77.03955,157.07117,29.4,24.155203399127764
1984,-77.03954,157.07239,16.8,24.15523999119099
1984,-77.02619,156.91944,10.6,24.160401075882334
1984,-77.02435,156.97828,20.0,24.163072861727272
1984,-77.02267,157.02695,4.6,24.165388593709686
1984,-77.02175,156.99984,2002.5,24.165337884280817
1984,-77.0203,156.91357,2.7,24.164189809172147
1984,-77.01141,156.94615,78.5,24.170926174561963
1984,-76.99829,156.93829,14.2,24.17949792177689
1984,-76.99221,156.97646,3.2,24.1844976870508
1984,-76.98428,156.87774,23.4,24.187373695928382
1984,-76.98268,156.9338,759.6,24.189819657787865
1984,-76.97908,156.96165,1.5,24.192910056316727
1984,-76.9768,156.91717,119.9,24.19334187641592
1984,-76.95201,156.93536,35.4,24.210366921236105
1984,-76.93506,156.91791,276.8,24.22127947078559
1984,-76.92031,156.77355,1930.9,24.227602527795526
1984,-76.90892,156.87924,749.6,24.23782857612546
1984,-76.90674,156.82425,9.4,24.237935618889892
1984,-76.90362,157.00926,33.5,24.244577717927015
1984,-76.90169,156.78514,33.8,24.240355512547765
1984,-76.89722,156.8853,286.8,24.245814403660134
1984,-76.89031,156.99504,25.2,24.253145298606835
1984,-76.88495,158.60279,263.9,24.296352911372882
1984,-76.87818,157.00095,207.6,24.261420516790473
1984,-76.86569,158.52417,335.6,24.30734485551303
1984,-76.86224,158.51818,81.7,24.309513996430393
1984,-76.83027,158.31856,293.6,24.32606534785237
1984,-76.82192,158.24979,4.8,24.329979343236978
1984,-76.80207,158.15703,1.9,24.341033332622693
1984,-76.76681,158.7999,25.9,24.38065539525926
1984,-76.75725,158.78341,8.5,24.386686667708105
1984,-76.75568,158.76154,318.5,24.387203067395784
1984,-76.75371,158.76659,245.9,24.388655202256615
1984,-76.75174,158.76483,6.0,24.389938865718584
1984,-76.75137,158.84018,1136.3,24.392053218950167
1984,-76.74254,158.82886,7554.0,24.397723221679342
1984,-76.72679,159.15597,94.7,24.416443456220215
1984,-76.72553,158.71352,107.9,24.406332774621774
1984,-76.72364,159.41487,3.9,24.424984078592885
1984,-76.72144,158.76413,788.6,24.41034389969672
1984,-76.72034,158.68736,15.3,24.409183973335058
1984,-76.71597,159.36685,45.1,24.4289688887911
1984,-76.71175,158.78789,12.1,24.417467189893905
1984,-76.71033,158.78075,12.0,24.41824802927374
1984,-76.70706,158.73423,83.8,24.419300922788786
1984,-76.7065,158.7323,3.0,24.41963082818085
1984,-76.70446,159.38647,39.0,24.437223196427436
1984,-76.69848,159.39858,2.1,24.44156029553605
1984,-76.69004,159.35472,150.7,24.446170812762507
1984,-76.68787,159.35846,27.8,24.44772887646879
1984,-76.68361,159.33783,7.9,24.450093855189472
1984,-76.6836,159.34932,9.8,24.450385672258072
1984,-76.67544,159.30823,6.7,24.45487739575492
1984,-76.65827,159.32682,8.7,24.466939162931844
1984,-76.27639,157.17611,59.6,24.672436415828557
1984,-72.95488,160.47328,1.1,27.12812685914387
1984,-72.95488,160.47328,1.2,27.12812685914387
1984,-72.95488,160.47328,1.5,27.12812685914387
1984,-72.95488,160.47328,1.9,27.12812685914387
1984,-72.95488,160.47328,3.3,27.12812685914387
1984,-72.95488,160.47328,19.4,27.12812685914387
1984,-72.95488,160.47328,48.2,27.12812685914387
1984,-71.5,35.66667,1.35,24.88621152711277
1984,-71.5,35.66667,1.56,24.88621152711277
1984,-71.5,35.66667,2.24,24.88621152711277
1984,-71.5,35.66667,3.23,24.88621152711277
1984,-71.5,35.66667,3.65,24.88621152711277
1984,-71.5,35.66667,3.7,24.88621152711277
1984,-71.5,35.66667,4.77,24.88621152711277
1984,-71.5,35.66667,8.18,24.88621152711277
1984,-71.5,35.66667,35.83,24.88621152711277
1984,-71.5,35.66667,88.17,24.88621152711277
1984,-33.15639,115.67639,488.1,76.41445531897705
1984,-16.9025,30.40722,71500.0,108.65680231116666
1984,-7.71667,111.2,32490.0,150.39095041865593
1984,34.08333,-103.5,4.3,371.31975647398076
1984,34.08333,-103.5,67.3,371.31975647398076
1984,34.45,-104.01667,641.0,374.7707130641741
1984,40.81056,140.78556,320.0,563.7600804651786
1984,45.93333,-102.18333,6680.0,509.54679168958955
1985,-85.66667,175.0,27.2,18.57413820583755
1985,-85.66667,175.0,35.2,18.57413820583755
1985,-85.66667,175.0,1400.7,18.57413820583755
1985,-85.66667,175.0,1754.7,18.57413820583755
1985,-85.66667,175.0,3821.6,18.57413820583755
1985,-85.66667,175.0,4364.4,18.57413820583755
1985,-85.33333,166.5,120.6,18.58508844947339
1985,-84.29221,161.32321,26.6,19.03235312557346
1985,-84.29006,161.33639,113.7,19.03375342849597
1985,-84.2887,161.34915,70.9,19.03472563300864
1985,-84.2849,161.35001,8.2,19.03676273260323
1985,-84.28489,161.34938,14.2,19.03675574399199
1985,-84.28489,161.39009,39.1,19.037550927134205
1985,-84.28481,161.34965,10.2,19.036803552651108
1985,-84.28333,161.08333,169.6,19.032389032134233
1985,-84.2827,161.38307,17.8,19.038578267231085
1985,-84.28061,161.39733,12.2,19.039968197525727
1985,-84.27985,161.42624,10.4,19.040937141241557
1985,-84.27938,161.38048,13.3,19.04029310295039
1985,-84.27741,161.34874,14.5,19.040720642213444
1985,-84.27633,161.38667,12.3,19.042036032902583
1985,-84.27605,161.38788,6.8,19.0422085853211
1985,-84.2748,161.37622,55.3,19.04264556697263
1985,-84.27453,161.38845,3.5,19.043028120359914
1985,-84.27445,161.41209,8.1,19.043532567289002
1985,-84.27423,161.34604,18.5,19.042359055178064
1985,-84.27347,161.41274,2.4,19.04406650272763
1985,-84.27313,161.44788,31.7,19.044933982362657
1985,-84.27195,161.41218,14.1,19.044864033088334
1985,-84.27165,161.38018,3.5,19.044398316288977
1985,-84.27109,161.42201,3.4,19.045513560090654
1985,-84.27101,161.39736,4.2,19.045074432182496
1985,-84.27098,161.4176,11.0,19.045485895168788
1985,-84.26936,161.4195,3.4,19.046384748838722
1985,-84.2687,161.39834,65.9,19.04632232398294
1985,-84.26741,161.35943,14.5,19.04624815399187
1985,-84.26708,161.3688,9.4,19.046606802570285
1985,-84.26229,161.35165,37.5,19.048819803114775
1985,-84.26203,161.34716,21.7,19.048870370963673
1985,-76.91622,156.55717,83.1,23.250279386583742
1985,-76.91572,156.67262,86.9,23.25333055889468
1985,-76.91425,156.5072,204.7,23.25036577973596
1985,-76.91188,156.65122,63.5,23.25529600511036
1985,-76.90675,156.66508,36.6,23.258925798219586
1985,-76.90541,156.88223,82.0,23.264924376514074
1985,-76.90211,156.8671,127.9,23.266691362743437
1985,-76.90198,156.67686,12.9,23.262275165247576
1985,-76.90145,156.68738,8.8,23.262865208040708
1985,-76.8994,156.81605,10.5,23.267228779084768
1985,-76.89897,156.49871,20.1,23.259999602509993
1985,-76.89823,156.48377,54.2,23.260122656175067
1985,-76.89064,156.53174,4.3,23.26614396973894
1985,-76.86304,156.51124,4.2,23.28343722840764
1985,-76.86198,156.43418,249.8,23.282296104479027
1985,-76.856,156.32705,11.0,23.283613418203664
1985,-76.84689,156.32119,17.9,23.28934565674964
1985,-76.84525,156.43343,387.7,23.293060593886977
1985,-76.84468,156.42927,55.3,23.293329517935355
1985,-76.84277,156.40228,11.6,23.29392160411087
1985,-76.84218,156.39302,3.7,23.294082648981153
1985,-76.83523,156.44748,18.0,23.299853449305623
1985,-76.71667,159.66667,22.2,23.45303991349622
1985,-76.70592,159.39232,20.7,23.453475458747914
1985,-76.69837,159.38364,18.3,23.45816807856498
1985,-76.68045,159.34413,0.4,23.468858647990814
1985,31.91667,-106.15,150.0,336.06241961718496
1985,40.16667,-99.66667,6000.0,421.2114259404871
1986,-84.60358,162.45587,1532.3,18.120904750170915
1986,-84.31177,161.25171,163.1,18.246932489988545
1986,-84.30921,161.92738,9.4,18.260922316499308
1986,-84.29543,161.3217,43.9,18.25659338359563
1986,-84.29118,161.33328,9.4,18.258982590472623
1986,-84.29103,161.32518,40.2,18.258907175939907
1986,-84.28986,161.28593,9.2,18.25876821109254
1986,-84.28484,161.58335,6.3,18.2669191471963
1986,-84.28333,161.08333,11.5,18.258301687589856
1986,-84.27992,161.61113,3397.5,18.2699565375137
1986,-84.27985,161.35251,20.4,18.265134762572366
