year,reclat,reclong,mass,clipped_prediction
1995,-85.66667,175.0,1271.6,12.19881833764197
1995,-76.71667,159.66667,1.4,15.488656012712301
1995,-76.71667,159.66667,8.7,15.488656012712301
1995,-72.98972,160.40778,1.4,17.21584067226869
1995,-72.98944,160.41222,17.4,17.216054858982353
1995,-72.98917,160.40861,2.2,17.21612126464252
1995,-72.987,160.40733,3.6,17.217147485193145
1995,-72.97367,160.441,64.6,17.2241905183868
1995,-72.95472,160.44,15.7,17.23333904222675
1995,-72.95306,160.46361,3.9,17.23456189724427
1995,-72.95267,160.5535,8.4,17.23634854419525
1995,14.052,0.42,189.0,155.96551395690562
1995,27.04617,16.37217,153.0,224.06374215120383
1995,27.04767,16.4515,110.0,224.0901069248477
1995,27.0705,16.0945,250.0,224.14814045191986
1995,27.07717,16.193,83.0,224.20961717157647
1995,27.0805,16.12567,126.0,224.21473573705003
1995,27.098,16.32233,516.0,224.3625435270018
1995,27.10767,16.32383,990.0,224.42070821709387
1995,27.11067,16.35667,167.0,224.44587108358422
1995,27.12633,16.03067,2020.0,224.4679096200038
1995,27.12883,16.035,215.0,224.48381914812205
1995,27.13383,16.331,38.0,224.57881924498756
1995,27.13583,16.36017,95.0,224.59720621853077
1995,27.143,16.028,541.0,224.56707959175145
1995,27.155,15.95833,237.0,224.62359335567868
1995,27.15833,16.11467,1925.0,224.67792296199252
1995,27.15967,15.96283,622.0,224.652544422744
1995,27.16983,15.9255,3130.0,224.70517503733856
1995,27.225,15.0295,231.0,224.83849639844274
1995,28.46183,13.1985,590.0,231.95728582699718
1995,28.47517,13.19633,1010.0,232.03927051713563
1995,28.555,13.03267,818.0,232.49619243303394
1995,28.58483,13.38733,210.0,232.7618959570155
1995,28.60033,13.5775,50000.0,232.901419611924
1995,28.61467,13.16,184.0,232.89522750694636
1995,28.62167,13.45033,5580.0,233.00489666603733
1995,28.6495,13.02133,1200.0,233.07985572815306
1995,28.66767,13.5035,52.0,233.30284923352548
1995,28.66833,13.34467,4382.0,233.27067715603795
1995,28.81267,13.42267,398.0,234.18756819540232
1995,28.91617,13.0485,6250.0,234.7483752822972
1995,33.84333,-103.93667,4180.0,238.71932111563024
1995,35.875,-114.23333,61000.0,249.4708658467871
1995,40.62583,-103.84033,3400.0,286.016501275505
1995,51.68333,30.78333,5000.0,437.86487703875537
1996,-79.68333,155.75,4939.3,13.595664395655437
1996,-79.68333,159.75,31.5,13.652688819328663
1996,-79.68333,159.75,100.0,13.652688819328663
1996,-79.68333,159.75,116.8,13.652688819328663
1996,-79.68333,159.75,126.6,13.652688819328663
1996,-79.68333,159.75,141.2,13.652688819328663
1996,-79.68333,159.75,172.8,13.652688819328663
1996,-79.68333,159.75,277.9,13.652688819328663
1996,-79.68333,159.75,592.9,13.652688819328663
1996,-79.68333,159.75,618.2,13.652688819328663
1996,-79.68333,159.75,629.2,13.652688819328663
1996,-79.68333,159.75,915.6,13.652688819328663
1996,-77.2,159.83333,17.4,14.6520437559137
1996,-77.2,159.83333,1644.4,14.6520437559137
1996,-76.18333,157.16667,0.5,15.038303065403177
1996,-76.18333,157.16667,0.9,15.038303065403177
1996,-76.18333,157.16667,1.36,15.038303065403177
1996,-76.18333,157.16667,2.1,15.038303065403177
1996,-76.18333,157.16667,2.4,15.038303065403177
1996,-76.18333,157.16667,2.4,15.038303065403177
1996,-76.18333,157.16667,4.4,15.038303065403177
1996,-76.18333,157.16667,4.6,15.038303065403177
1996,-76.18333,157.16667,5.0,15.038303065403177
1996,-76.18333,157.16667,5.3,15.038303065403177
1996,-76.18333,157.16667,7.6,15.038303065403177
1996,-76.18333,157.16667,7.8,15.038303065403177
1996,-76.18333,157.16667,8.3,15.038303065403177
1996,-76.18333,157.16667,8.4,15.038303065403177
1996,-76.18333,157.16667,8.9,15.038303065403177
1996,-76.18333,157.16667,13.9,15.038303065403177
1996,-76.18333,157.16667,14.3,15.038303065403177
1996,-76.18333,157.16667,14.4,15.038303065403177
1996,-76.18333,157.16667,14.7,15.038303065403177
1996,-76.18333,157.16667,15.3,15.038303065403177
1996,-76.18333,157.16667,15.6,15.038303065403177
1996,-76.18333,157.16667,15.8,15.038303065403177
1996,-76.18333,157.16667,16.4,15.038303065403177
1996,-76.18333,157.16667,16.6,15.038303065403177
1996,-76.18333,157.16667,16.9,15.038303065403177
1996,-76.18333,157.16667,17.1,15.038303065403177
1996,-76.18333,157.16667,19.9,15.038303065403177
1996,-76.18333,157.16667,23.0,15.038303065403177
1996,-76.18333,157.16667,24.5,15.038303065403177
1996,-76.18333,157.16667,25.0,15.038303065403177
1996,-76.18333,157.16667,33.2,15.038303065403177
1996,-76.18333,157.16667,37.0,15.038303065403177
1996,-76.18333,157.16667,45.6,15.038303065403177
1996,-76.18333,157.16667,46.3,15.038303065403177
1996,-76.18333,157.16667,49.6,15.038303065403177
1996,-76.18333,157.16667,52.97,15.038303065403177
1996,-76.18333,157.16667,66.8,15.038303065403177
1996,-76.18333,157.16667,75.4,15.038303065403177
1996,-76.18333,157.16667,80.3,15.038303065403177
1996,-76.18333,157.16667,94.8,15.038303065403177
1996,-76.18333,157.16667,121.9,15.038303065403177
1996,-76.18333,157.16667,128.1,15.038303065403177
1996,-76.18333,157.16667,128.1,15.038303065403177
1996,-76.18333,157.16667,139.41,15.038303065403177
1996,-76.18333,157.16667,156.2,15.038303065403177
1996,-76.18333,157.16667,188.3,15.038303065403177
1996,-76.18333,157.16667,249.8,15.038303065403177
1996,-76.18333,157.16667,284.9,15.038303065403177
1996,-76.18333,157.16667,313.9,15.038303065403177
1996,-76.18333,157.16667,2038.3,15.038303065403177
1996,-23.17556,-69.71833,1992.0,51.477933350138485
1996,27.02683,16.5085,151.0,215.28460839577968
1996,27.0465,16.37267,116.0,215.3688767116696
1996,27.0505,16.40517,57.0,215.39869960647997
1996,27.058,16.40217,1699.0,215.44113777271036
1996,27.07333,16.43083,377.0,215.535251243922
1996,27.09583,16.03683,129.0,215.58137053728402
1996,27.127,16.12933,133.0,215.78012823232729
1996,27.12933,16.37283,303.0,215.84499843341985
1996,27.13233,16.068,293.0,215.79782856452954
1996,27.1345,16.08933,1510.0,215.81482080818765
1996,27.15,16.40633,57.0,215.97105360608347
1996,27.155,16.27883,299.0,215.97287321127013
1996,27.1575,16.208,171.0,215.97228551189818
1996,27.1615,15.95083,1379.0,215.94092320149764
1996,27.16383,16.52033,47.0,216.07481594245388
1996,27.16717,16.1505,62.0,216.01580267835055
1996,27.16983,16.14317,39.0,216.02957036227826
1996,27.18317,16.33083,221.0,216.146129319264
1996,27.18367,16.11583,1732.0,216.10350310287032
1996,27.186,16.13083,118.0,216.1201013460555
1996,27.19583,16.01317,415.0,216.15183472424513
1996,27.44317,16.32933,211.0,217.6491307903791
1996,27.5775,16.13633,324.0,218.3886191671981
1996,27.62517,15.98217,122.0,218.6333008195809
1996,28.589,13.0985,623.0,223.6905135085179
1996,28.6035,13.30067,936.0,223.82128698421565
1996,28.6465,13.143,113.0,224.04336822828856
1996,28.647,13.38817,387.0,224.10014650810956
1996,28.65517,13.47017,1255.0,224.16695068585756
1996,28.698,13.31933,1645.0,224.3898573083217
1996,28.71217,13.27367,1280.0,224.46458580604224
1996,28.7325,13.1025,493.0,224.54861062042556
1996,33.95833,-103.93833,56.0,230.16009380593786
1996,36.06333,140.145,800.0,309.1041276613761
1997,-84.26667,161.5,4.8,11.494647945989888
1997,-84.26667,161.5,5.7,11.494647945989888
1997,-84.26667,161.5,22.7,11.494647945989888
1997,-84.26667,161.5,48.0,11.494647945989888
1997,-84.26667,161.5,117.6,11.494647945989888
1997,-84.26667,161.5,235.0,11.494647945989888
1997,-84.26667,161.5,277.7,11.494647945989888
1997,-84.26667,161.5,524.4,11.494647945989888
1997,-84.26667,161.5,660.7,11.494647945989888
1997,-84.0,168.0,0.9,11.663363019607594
1997,-84.0,168.0,1.5,11.663363019607594
1997,-84.0,168.0,1.6,11.663363019607594
1997,-84.0,168.0,1.6,11.663363019607594
1997,-84.0,168.0,1.6,11.663363019607594
1997,-84.0,168.0,1.6,11.663363019607594
1997,-84.0,168.0,1.7,11.663363019607594
1997,-84.0,168.0,1.8,11.663363019607594
1997,-84.0,168.0,1.8,11.663363019607594
1997,-84.0,168.0,1.9,11.663363019607594
1997,-84.0,168.0,1.9,11.663363019607594
1997,-84.0,168.0,1.9,11.663363019607594
1997,-84.0,168.0,2.0,11.663363019607594
1997,-84.0,168.0,2.2,11.663363019607594
1997,-84.0,168.0,2.2,11.663363019607594
1997,-84.0,168.0,2.3,11.663363019607594
1997,-84.0,168.0,2.4,11.663363019607594
1997,-84.0,168.0,2.4,11.663363019607594
1997,-84.0,168.0,2.4,11.663363019607594
1997,-84.0,168.0,2.4,11.663363019607594
1997,-84.0,168.0,2.5,11.663363019607594
1997,-84.0,168.0,2.5,11.663363019607594
1997,-84.0,168.0,2.6,11.663363019607594
1997,-84.0,168.0,2.8,11.663363019607594
1997,-84.0,168.0,2.9,11.663363019607594
1997,-84.0,168.0,3.0,11.663363019607594
1997,-84.0,168.0,3.0,11.663363019607594
1997,-84.0,168.0,3.1,11.663363019607594
1997,-84.0,168.0,3.2,11.663363019607594
1997,-84.0,168.0,3.2,11.663363019607594
1997,-84.0,168.0,3.3,11.663363019607594
1997,-84.0,168.0,3.3,11.663363019607594
1997,-84.0,168.0,3.3,11.663363019607594
1997,-84.0,168.0,3.3,11.663363019607594
1997,-84.0,168.0,3.4,11.663363019607594
1997,-84.0,168.0,3.5,11.663363019607594
1997,-84.0,168.0,3.6,11.663363019607594
1997,-84.0,168.0,3.6,11.663363019607594
1997,-84.0,168.0,3.7,11.663363019607594
1997,-84.0,168.0,3.8,11.663363019607594
1997,-84.0,168.0,4.2,11.663363019607594
1997,-84.0,168.0,4.3,11.663363019607594
1997,-84.0,168.0,4.6,11.663363019607594
1997,-84.0,168.0,4.7,11.663363019607594
1997,-84.0,168.0,4.7,11.663363019607594
1997,-84.0,168.0,4.7,11.663363019607594
1997,-84.0,168.0,5.2,11.663363019607594
1997,-84.0,168.0,5.3,11.663363019607594
1997,-84.0,168.0,5.4,11.663363019607594
1997,-84.0,168.0,5.5,11.663363019607594
1997,-84.0,168.0,5.7,11.663363019607594
1997,-84.0,168.0,5.7,11.663363019607594
1997,-84.0,168.0,5.7,11.663363019607594
1997,-84.0,168.0,5.9,11.663363019607594
1997,-84.0,168.0,6.0,11.663363019607594
1997,-84.0,168.0,6.1,11.663363019607594
1997,-84.0,168.0,6.5,11.663363019607594
1997,-84.0,168.0,6.6,11.663363019607594
1997,-84.0,168.0,6.8,11.663363019607594
1997,-84.0,168.0,6.9,11.663363019607594
1997,-84.0,168.0,6.9,11.663363019607594
1997,-84.0,168.0,7.1,11.663363019607594
1997,-84.0,168.0,7.1,11.663363019607594
1997,-84.0,168.0,7.3,11.663363019607594
1997,-84.0,168.0,7.3,11.663363019607594
1997,-84.0,168.0,7.4,11.663363019607594
1997,-84.0,168.0,7.4,11.663363019607594
1997,-84.0,168.0,8.1,11.663363019607594
1997,-84.0,168.0,8.7,11.663363019607594
1997,-84.0,168.0,8.7,11.663363019607594
1997,-84.0,168.0,9.3,11.663363019607594
1997,-84.0,168.0,9.6,11.663363019607594
1997,-84.0,168.0,9.6,11.663363019607594
1997,-84.0,168.0,9.6,11.663363019607594
1997,-84.0,168.0,9.7,11.663363019607594
1997,-84.0,168.0,9.8,11.663363019607594
1997,-84.0,168.0,9.8,11.663363019607594
1997,-84.0,168.0,10.0,11.663363019607594
1997,-84.0,168.0,10.6,11.663363019607594
1997,-84.0,168.0,10.6,11.663363019607594
1997,-84.0,168.0,10.7,11.663363019607594
1997,-84.0,168.0,11.9,11.663363019607594
1997,-84.0,168.0,12.2,11.663363019607594
1997,-84.0,168.0,12.4,11.663363019607594
1997,-84.0,168.0,12.4,11.663363019607594
1997,-84.0,168.0,12.5,11.663363019607594
1997,-84.0,168.0,12.8,11.663363019607594
1997,-84.0,168.0,12.9,11.663363019607594
1997,-84.0,168.0,13.5,11.663363019607594
1997,-84.0,168.0,13.9,11.663363019607594
1997,-84.0,168.0,14.1,11.663363019607594
1997,-84.0,168.0,14.1,11.663363019607594
1997,-84.0,168.0,14.1,11.663363019607594
1997,-84.0,168.0,14.3,11.663363019607594
1997,-84.0,168.0,14.5,11.663363019607594
1997,-84.0,168.0,14.5,11.663363019607594
1997,-84.0,168.0,14.8,11.663363019607594
1997,-84.0,168.0,15.2,11.663363019607594
1997,-84.0,168.0,15.5,11.663363019607594
1997,-84.0,168.0,15.5,11.663363019607594
1997,-84.0,168.0,15.6,11.663363019607594
1997,-84.0,168.0,16.5,11.663363019607594
1997,-84.0,168.0,16.8,11.663363019607594
1997,-84.0,168.0,17.1,11.663363019607594
1997,-84.0,168.0,17.2,11.663363019607594
1997,-84.0,168.0,17.6,11.663363019607594
1997,-84.0,168.0,18.0,11.663363019607594
1997,-84.0,168.0,18.6,11.663363019607594
1997,-84.0,168.0,19.7,11.663363019607594
1997,-84.0,168.0,19.8,11.663363019607594
1997,-84.0,168.0,20.0,11.663363019607594
1997,-84.0,168.0,20.1,11.663363019607594
1997,-84.0,168.0,20.5,11.663363019607594
1997,-84.0,168.0,20.5,11.663363019607594
1997,-84.0,168.0,20.6,11.663363019607594
1997,-84.0,168.0,20.8,11.663363019607594
1997,-84.0,168.0,20.9,11.663363019607594
1997,-84.0,168.0,22.5,11.663363019607594
1997,-84.0,168.0,22.8,11.663363019607594
1997,-84.0,168.0,23.0,11.663363019607594
1997,-84.0,168.0,23.7,11.663363019607594
1997,-84.0,168.0,24.8,11.663363019607594
1997,-84.0,168.0,25.0,11.663363019607594
1997,-84.0,168.0,25.3,11.663363019607594
1997,-84.0,168.0,25.5,11.663363019607594
1997,-84.0,168.0,26.1,11.663363019607594
1997,-84.0,168.0,26.5,11.663363019607594
1997,-84.0,168.0,26.6,11.663363019607594
1997,-84.0,168.0,26.7,11.663363019607594
1997,-84.0,168.0,26.8,11.663363019607594
1997,-84.0,168.0,26.9,11.663363019607594
1997,-84.0,168.0,27.3,11.663363019607594
1997,-84.0,168.0,28.6,11.663363019607594
1997,-84.0,168.0,28.7,11.663363019607594
1997,-84.0,168.0,29.4,11.663363019607594
1997,-84.0,168.0,31.2,11.663363019607594
1997,-84.0,168.0,31.3,11.663363019607594
1997,-84.0,168.0,31.9,11.663363019607594
1997,-84.0,168.0,31.9,11.663363019607594
1997,-84.0,168.0,32.3,11.663363019607594
1997,-84.0,168.0,34.5,11.663363019607594
1997,-84.0,168.0,37.2,11.663363019607594
1997,-84.0,168.0,37.8,11.663363019607594
1997,-84.0,168.0,39.3,11.663363019607594
1997,-84.0,168.0,40.8,11.663363019607594
1997,-84.0,168.0,41.4,11.663363019607594
1997,-84.0,168.0,42.1,11.663363019607594
1997,-84.0,168.0,43.0,11.663363019607594
1997,-84.0,168.0,43.5,11.663363019607594
1997,-84.0,168.0,43.6,11.663363019607594
1997,-84.0,168.0,44.3,11.663363019607594
1997,-84.0,168.0,44.6,11.663363019607594
1997,-84.0,168.0,46.9,11.663363019607594
1997,-84.0,168.0,47.2,11.663363019607594
1997,-84.0,168.0,48.8,11.663363019607594
1997,-84.0,168.0,49.3,11.663363019607594
1997,-84.0,168.0,50.7,11.663363019607594
1997,-84.0,168.0,51.6,11.663363019607594
1997,-84.0,168.0,52.9,11.663363019607594
1997,-84.0,168.0,54.3,11.663363019607594
1997,-84.0,168.0,55.0,11.663363019607594
1997,-84.0,168.0,63.3,11.663363019607594
1997,-84.0,168.0,64.9,11.663363019607594
1997,-84.0,168.0,70.2,11.663363019607594
1997,-84.0,168.0,72.0,11.663363019607594
1997,-84.0,168.0,72.7,11.663363019607594
1997,-84.0,168.0,74.7,11.663363019607594
1997,-84.0,168.0,76.0,11.663363019607594
1997,-84.0,168.0,78.5,11.663363019607594
1997,-84.0,168.0,81.0,11.663363019607594
1997,-84.0,168.0,83.5,11.663363019607594
1997,-84.0,168.0,83.9,11.663363019607594
1997,-84.0,168.0,91.2,11.663363019607594
1997,-84.0,168.0,92.8,11.663363019607594
1997,-84.0,168.0,96.4,11.663363019607594
1997,-84.0,168.0,99.9,11.663363019607594
1997,-84.0,168.0,101.4,11.663363019607594
1997,-84.0,168.0,104.0,11.663363019607594
1997,-84.0,168.0,106.2,11.663363019607594
1997,-84.0,168.0,153.5,11.663363019607594
1997,-84.0,168.0,173.1,11.663363019607594
1997,-84.0,168.0,244.9,11.663363019607594
1997,-84.0,168.0,488.9,11.663363019607594
1997,-84.0,168.0,824.7,11.663363019607594
1997,-84.0,168.0,1272.5,11.663363019607594
1997,-84.0,168.0,1384.3,11.663363019607594
1997,-84.0,168.0,2883.9,11.663363019607594
1997,-76.71667,159.66667,17.8,14.238974349441612
1997,-76.71667,159.66667,33.4,14.238974349441612
1997,-72.99417,160.3975,5.6,15.833098480834192
1997,-72.99139,160.40444,3.5,15.834454172803259
1997,-72.99028,160.405,1.8,15.83495921930487
1997,-72.98972,160.40583,3.4,15.835223008227619
1997,-72.98972,160.40667,1.1,15.83523679391348
1997,-72.98972,160.40667,2.6,15.83523679391348
1997,-72.98972,160.40889,1.8,15.835273227566187
1997,-72.98972,160.40944,1.0,15.83528225393377
1997,-72.98833,160.40667,7.8,15.835857762123805
1997,-72.955,160.44139,5.1,15.851324801589595
1997,-72.95333,160.5225,16.1,15.853404096228495
1997,-72.95333,160.5225,28.2,15.853404096228495
1997,-72.95278,160.44028,2.3,15.852299287163092
1997,-72.95222,160.51778,15.6,15.853822962435817
1997,-72.95167,160.45917,6.0,15.85310600912323
1997,-29.83167,136.85867,875.0,50.714558455431785
1997,3.98333,41.65,290000.0,114.6102783132295
1997,19.91117,11.87517,560.1,170.37474340458112
1997,19.955,11.87517,1362.0,170.57417694299087
1997,26.42767,15.84833,428.0,203.51563216582002
1997,26.96017,16.34033,78.0,206.52549230192363
1997,26.96333,16.45933,1589.0,206.56697192486524
1997,27.01333,16.1875,145.0,206.787480762764
1997,27.03383,16.326,189.0,206.92861473608548
1997,27.0685,16.107,49.0,207.07556770000272
1997,27.08367,16.13367,93.0,207.16475600597943
1997,27.09917,16.14033,1126.0,207.25174388862652
1997,27.10383,16.38867,119.0,207.327924930536
1997,27.10483,16.1195,166.0,207.27879446172466
1997,27.10633,16.374,178.0,207.338766173677
1997,27.10733,16.12633,76.0,207.29399871563973
1997,27.11133,16.27967,791.0,207.3472502255567
1997,27.11683,16.10033,84.0,207.34123299196455
1997,27.12117,16.331,76.0,207.41208703985873
1997,27.12317,16.223,128.0,207.40120593849664
1997,27.13183,16.05,1378.0,207.41395035781534
1997,27.135,16.2335,365.0,207.46877029475272
1997,27.1365,16.0835,100.0,207.4465858880844
1997,27.1725,16.08133,110.0,207.64536412404652
1997,27.179,16.11267,131.0,207.68773011543283
1997,27.1835,16.30167,33.0,207.7511084187464
1997,27.1835,16.30267,28.0,207.7513119162296
1997,27.1855,16.31683,39.0,207.7652725510335
1997,27.1885,16.35017,170.0,207.78867800081355
1997,27.19083,16.29283,260.3,207.78991629292864
1997,27.194,16.36133,189.0,207.8214237274944
1997,27.202,16.36733,1616.0,207.86697954406878
1997,27.20267,16.42083,68.0,207.8815866095298
1997,27.2035,16.2,107.0,207.84122459970024
1997,27.2035,16.3115,147.0,207.863925586797
1997,27.20517,16.13933,223.83,207.8381277573082
1997,27.20567,16.371,35.0,207.88806843142302
1997,27.21017,16.22083,62.0,207.8824325307323
1997,27.26183,16.26133,367.0,208.1772282588762
1997,27.26683,16.06683,16.0,208.16532067731043
1997,27.26683,16.06683,51.0,208.16532067731043
1997,27.292,16.112,96.0,208.31428514163477
1997,27.30033,16.17767,992.0,208.37396035785036
1997,27.3775,16.19317,98.0,208.80631420258806
1997,27.38467,16.12867,394.0,208.83304163241797
1997,27.42183,16.17817,247.0,209.05018706203063
1997,27.4355,16.26633,195.0,209.14445385622565
1997,27.91617,15.83783,68.0,211.7530863609233
1997,28.1815,15.64783,433.0,213.21661468326582
1997,28.482,13.31867,1209.0,214.44186364342693
1997,28.51133,13.20417,404.0,214.5855397220375
1997,28.55,13.35017,190.0,214.83758861892517
1997,28.56517,13.27633,1880.0,214.90894810593676
1997,28.60867,13.4395,188.0,215.19270010576832
1997,28.62133,13.25883,127.0,215.22725402035354
1997,28.8525,13.4835,288.46,216.60536815037403
1997,28.95933,12.334,2469.0,216.97871103890824
1997,28.95967,12.87117,870.0,217.09485331999312
1997,29.04117,12.88567,1440.0,217.57011460857348
1997,29.087,12.07783,123.0,217.66381675797845
1997,35.5,115.41667,100000.0,285.7026794547791
1997,35.66667,-115.36667,3383.0,228.95721493603935
1998,-87.03333,-148.0,311.5,7.254568418337817
1998,-86.93333,-148.55,77.8,7.272065095907729
1998,-86.93333,-144.3,33.6,7.306407672376439
1998,-86.71667,-141.5,3.6,7.377134735901221
1998,-86.71667,-141.5,7.2,7.377134735901221
1998,-86.71667,-141.5,7.2,7.377134735901221
1998,-86.71667,-141.5,8.0,7.377134735901221
1998,-86.71667,-141.5,8.9,7.377134735901221
1998,-86.71667,-141.5,11.0,7.377134735901221
1998,-86.71667,-141.5,14.8,7.377134735901221
1998,-86.71667,-141.5,15.1,7.377134735901221
1998,-86.71667,-141.5,16.4,7.377134735901221
1998,-86.71667,-141.5,17.5,7.377134735901221
1998,-86.71667,-141.5,20.7,7.377134735901221
1998,-86.71667,-141.5,41.5,7.377134735901221
1998,-86.71667,-141.5,42.5,7.377134735901221
1998,-86.71667,-141.5,42.5,7.377134735901221
1998,-86.71667,-141.5,43.7,7.377134735901221
1998,-86.71667,-141.5,53.2,7.377134735901221
1998,-86.71667,-141.5,63.6,7.377134735901221
1998,-86.71667,-141.5,63.7,7.377134735901221
1998,-86.71667,-141.5,63.8,7.377134735901221
1998,-86.71667,-141.5,67.9,7.377134735901221
1998,-86.71667,-141.5,82.1,7.377134735901221
1998,-86.71667,-141.5,86.0,7.377134735901221
1998,-86.71667,-141.5,89.5,7.377134735901221
1998,-86.71667,-141.5,116.9,7.377134735901221
1998,-86.71667,-141.5,140.3,7.377134735901221
1998,-86.71667,-141.5,140.8,7.377134735901221
1998,-86.71667,-141.5,145.4,7.377134735901221
1998,-86.71667,-141.5,202.9,7.377134735901221
1998,-86.71667,-141.5,260.4,7.377134735901221
1998,-86.71667,-141.5,426.7,7.377134735901221
1998,-71.5,35.66667,166.81,13.90945804271442
1998,-25.87667,119.07333,3667.0,53.26835803179002
1998,0.0,0.0,0.53,95.01603707584214
1998,0.0,0.0,3.06,95.01603707584214
1998,0.0,0.0,3.12,95.01603707584214
1998,0.0,0.0,3.18,95.01603707584214
1998,0.0,0.0,3.2,95.01603707584214
1998,0.0,0.0,3.2,95.01603707584214
1998,0.0,0.0,3.2,95.01603707584214
1998,0.0,0.0,3.25,95.01603707584214
1998,0.0,0.0,3.26,95.01603707584214
1998,0.0,0.0,3.27,95.01603707584214
1998,0.0,0.0,3.33,95.01603707584214
1998,0.0,0.0,3.34,95.01603707584214
1998,0.0,0.0,3.34,95.01603707584214
1998,0.0,0.0,3.35,95.01603707584214
1998,0.0,0.0,3.38,95.01603707584214
1998,0.0,0.0,3.41,95.01603707584214
1998,0.0,0.0,3.41,95.01603707584214
1998,0.0,0.0,3.42,95.01603707584214
1998,0.0,0.0,3.45,95.01603707584214
1998,0.0,0.0,3.47,95.01603707584214
1998,0.0,0.0,3.5,95.01603707584214
1998,0.0,0.0,3.5,95.01603707584214
1998,0.0,0.0,3.53,95.01603707584214
1998,0.0,0.0,3.56,95.01603707584214
1998,0.0,0.0,3.57,95.01603707584214
1998,0.0,0.0,3.59,95.01603707584214
1998,0.0,0.0,3.6,95.01603707584214
1998,0.0,0.0,3.6,95.01603707584214
1998,0.0,0.0,3.64,95.01603707584214
1998,0.0,0.0,3.68,95.01603707584214
1998,0.0,0.0,3.74,95.01603707584214
1998,0.0,0.0,3.76,95.01603707584214
1998,0.0,0.0,3.76,95.01603707584214
1998,0.0,0.0,3.79,95.01603707584214
1998,0.0,0.0,3.83,95.01603707584214
1998,0.0,0.0,3.84,95.01603707584214
1998,0.0,0.0,3.88,95.01603707584214
1998,0.0,0.0,3.9,95.01603707584214
1998,0.0,0.0,3.94,95.01603707584214
1998,0.0,0.0,3.99,95.01603707584214
1998,0.0,0.0,4.01,95.01603707584214
1998,0.0,0.0,4.07,95.01603707584214
1998,0.0,0.0,4.09,95.01603707584214
1998,0.0,0.0,4.11,95.01603707584214
1998,0.0,0.0,4.16,95.01603707584214
1998,0.0,0.0,4.17,95.01603707584214
1998,0.0,0.0,4.21,95.01603707584214
1998,0.0,0.0,4.21,95.01603707584214
1998,0.0,0.0,4.25,95.01603707584214
1998,0.0,0.0,4.27,95.01603707584214
1998,0.0,0.0,4.29,95.01603707584214
1998,0.0,0.0,4.31,95.01603707584214
1998,0.0,0.0,4.33,95.01603707584214
1998,0.0,0.0,4.34,95.01603707584214
1998,0.0,0.0,4.35,95.01603707584214
1998,0.0,0.0,4.35,95.01603707584214
1998,0.0,0.0,4.37,95.01603707584214
1998,0.0,0.0,4.5,95.01603707584214
1998,0.0,0.0,4.5,95.01603707584214
1998,0.0,0.0,4.58,95.01603707584214
1998,0.0,0.0,4.63,95.01603707584214
1998,0.0,0.0,4.65,95.01603707584214
1998,0.0,0.0,4.65,95.01603707584214
1998,0.0,0.0,4.66,95.01603707584214
1998,0.0,0.0,4.73,95.01603707584214
1998,0.0,0.0,4.87,95.01603707584214
1998,0.0,0.0,4.91,95.01603707584214
1998,0.0,0.0,4.91,95.01603707584214
1998,0.0,0.0,4.93,95.01603707584214
1998,0.0,0.0,4.96,95.01603707584214
1998,0.0,0.0,4.96,95.01603707584214
1998,0.0,0.0,4.96,95.01603707584214
1998,0.0,0.0,5.02,95.01603707584214
1998,0.0,0.0,5.02,95.01603707584214
1998,0.0,0.0,5.05,95.01603707584214
1998,0.0,0.0,5.05,95.01603707584214
1998,0.0,0.0,5.15,95.01603707584214
1998,0.0,0.0,5.24,95.01603707584214
1998,0.0,0.0,5.3,95.01603707584214
1998,0.0,0.0,5.31,95.01603707584214
1998,0.0,0.0,5.34,95.01603707584214
1998,0.0,0.0,5.41,95.01603707584214
1998,0.0,0.0,5.42,95.01603707584214
1998,0.0,0.0,5.47,95.01603707584214
1998,0.0,0.0,5.49,95.01603707584214
1998,0.0,0.0,5.49,95.01603707584214
1998,0.0,0.0,5.5,95.01603707584214
1998,0.0,0.0,5.58,95.01603707584214
1998,0.0,0.0,5.66,95.01603707584214
1998,0.0,0.0,5.71,95.01603707584214
1998,0.0,0.0,5.75,95.01603707584214
1998,0.0,0.0,5.77,95.01603707584214
1998,0.0,0.0,5.8,95.01603707584214
1998,0.0,0.0,5.83,95.01603707584214
1998,0.0,0.0,5.89,95.01603707584214
1998,0.0,0.0,5.93,95.01603707584214
1998,0.0,0.0,5.95,95.01603707584214
1998,0.0,0.0,6.01,95.01603707584214
1998,0.0,0.0,6.01,95.01603707584214
1998,0.0,0.0,6.09,95.01603707584214
1998,0.0,0.0,6.13,95.01603707584214
1998,0.0,0.0,6.23,95.01603707584214
1998,0.0,0.0,6.24,95.01603707584214
1998,0.0,0.0,6.24,95.01603707584214
1998,0.0,0.0,6.27,95.01603707584214
1998,0.0,0.0,6.28,95.01603707584214
1998,0.0,0.0,6.31,95.01603707584214
1998,0.0,0.0,6.32,95.01603707584214
1998,0.0,0.0,6.33,95.01603707584214
1998,0.0,0.0,6.39,95.01603707584214
1998,0.0,0.0,6.41,95.01603707584214
1998,0.0,0.0,6.43,95.01603707584214
1998,0.0,0.0,6.44,95.01603707584214
1998,0.0,0.0,6.57,95.01603707584214
1998,0.0,0.0,6.63,95.01603707584214
1998,0.0,0.0,6.63,95.01603707584214
1998,0.0,0.0,6.65,95.01603707584214
